"LEWISBURG 3 N, WV US (USC00465224)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1965-12-16,,48,39,0.00,0.0,0.0
1965-12-17,,,,0.00,0.0,0.0
1965-12-18,,41,30,0.00,0.0,0.0
1965-12-19,,37,25,0.00,0.0,0.0
1965-12-20,,36,15,0.00,0.0,0.0
1965-12-21,,34,25,0.45,1.0,0.0
1965-12-22,,45,24,0.00,0.0,0.0
1965-12-23,,49,20,0.00,0.0,0.0
1965-12-24,,52,35,0.00,0.0,0.0
1965-12-25,,56,33,0.00,0.0,0.0
1965-12-26,,37,24,0.00,0.0,0.0
1965-12-27,,41,15,0.00,0.0,0.0
1965-12-28,,40,20,0.00,0.0,0.0
1965-12-29,,48,18,0.00,0.0,0.0
1965-12-30,,59,24,0.00,0.0,0.0
1965-12-31,,63,34,0.00,0.0,0.0
1966-01-01,,61,43,0.08,0.0,0.0
1966-01-02,,59,48,0.41,0.0,0.0
1966-01-03,,55,35,0.00,0.0,0.0
1966-01-04,,45,19,0.00,0.0,0.0
1966-01-05,,40,25,0.08,0.0,0.0
1966-01-06,,50,38,0.45,0.0,0.0
1966-01-07,,50,36,0.00,0.0,0.0
1966-01-08,,48,14,0.00,0.0,0.0
1966-01-09,,41,9,0.00,0.0,0.0
1966-01-10,,41,16,0.00,0.0,0.0
1966-01-11,,38,19,0.00,0.0,0.0
1966-01-12,,34,9,0.00,0.0,0.0
1966-01-13,,30,22,0.15,0.5,0.0
1966-01-14,,36,25,0.00,0.0,0.0
1966-01-15,,33,19,0.00,0.0,0.0
1966-01-16,,32,20,0.00,0.0,0.0
1966-01-17,,24,12,0.00,0.0,0.0
1966-01-18,,25,11,0.00,0.0,0.0
1966-01-19,,24,12,0.00,0.0,0.0
1966-01-20,,34,13,0.00,0.0,0.0
1966-01-21,,40,11,0.00,0.0,0.0
1966-01-22,,36,25,0.15,5.0,5.0
1966-01-23,,31,22,0.76,4.0,9.0
1966-01-24,,29,9,0.00,0.0,9.0
1966-01-25,,32,17,0.00,0.0,8.0
1966-01-26,,28,17,0.13,4.3,12.0
1966-01-27,,30,8,0.05,1.5,14.0
1966-01-28,,28,1,0.00,0.0,14.0
1966-01-29,,19,11,0.15,5.0,19.0
1966-01-30,,15,-4,0.62,6.0,25.0
1966-01-31,,20,-1,0.00,0.0,24.0
1966-02-01,,24,12,0.09,2.0,26.0
1966-02-02,,23,,0.00,0.0,26.0
1966-02-03,,33,11,0.00,0.0,24.0
1966-02-04,,25,18,0.00,0.0,24.0
1966-02-05,,27,11,0.40,0.5,24.0
1966-02-06,,34,1,0.00,0.0,20.0
1966-02-07,,40,21,0.00,0.0,0.0
1966-02-08,,44,33,0.00,0.0,0.0
1966-02-09,,44,35,0.00,0.0,0.0
1966-02-10,,54,40,0.00,0.0,0.0
1966-02-11,,56,49,0.01,0.0,0.0
1966-02-12,,51,31,0.03,0.0,0.0
1966-02-13,,56,40,0.90,0.0,0.0
1966-02-14,,53,28,0.00,0.0,0.0
1966-02-15,,48,28,0.04,0.0,0.0
1966-02-16,,43,32,0.75,0.0,0.0
1966-02-17,,44,21,0.00,0.0,0.0
1966-02-18,,44,20,0.00,0.0,0.0
1966-02-19,,50,21,0.00,0.0,0.0
1966-02-20,,44,23,0.00,0.0,0.0
1966-02-21,,34,10,0.00,0.0,0.0
1966-02-22,,42,12,0.00,0.0,0.0
1966-02-23,,40,15,0.00,0.0,0.0
1966-02-24,,37,26,1.50,8.0,8.0
1966-02-25,,39,30,0.00,0.0,7.0
1966-02-26,,36,28,0.00,0.0,6.0
1966-02-27,,40,11,0.00,0.0,4.0
1966-02-28,,41,29,0.43,0.0,0.0
1966-03-01,,51,34,0.00,,
1966-03-02,,62,32,0.00,,
1966-03-03,,64,37,0.00,,
1966-03-04,,68,48,0.31,,
1966-03-05,,63,32,0.00,,
1966-03-06,,34,20,0.00,,
1966-03-07,,30,20,0.00,,
1966-03-08,,41,17,0.00,,
1966-03-09,,53,16,0.00,,
1966-03-10,,60,20,0.00,,
1966-03-11,,64,31,0.00,,
1966-03-12,,71,29,0.00,,
1966-03-13,,68,41,0.00,,
1966-03-14,,69,45,0.00,,
1966-03-15,,60,43,0.00,,
1966-03-16,,55,38,0.00,,
1966-03-17,,65,27,0.00,,
1966-03-18,,70,32,0.00,,
1966-03-19,,68,42,0.00,,
1966-03-20,,66,38,0.00,,
1966-03-21,,69,25,0.00,,
1966-03-22,,80,41,0.00,,
1966-03-23,,78,41,0.00,,
1966-03-24,,73,35,0.10,,
1966-03-25,,47,23,0.00,,
1966-03-26,,53,24,0.00,,
1966-03-27,,45,20,0.00,,
1966-03-28,,43,11,0.00,,
1966-03-29,,51,19,0.00,,
1966-03-30,,52,19,0.00,,
1966-03-31,,46,28,0.04,,
1966-04-01,,53,41,0.00,0.0,0.0
1966-04-02,,49,33,0.15,0.0,0.0
1966-04-03,,63,38,0.05,0.0,0.0
1966-04-04,,51,36,0.10,0.0,0.0
1966-04-05,,40,37,0.00,0.0,0.0
1966-04-06,,45,27,0.00,0.0,0.0
1966-04-07,,54,29,0.00,0.0,0.0
1966-04-08,,52,26,0.00,0.0,0.0
1966-04-09,,51,24,0.02,0.0,0.0
1966-04-10,,50,25,0.00,0.0,0.0
1966-04-11,,50,26,0.01,0.0,0.0
1966-04-12,,45,35,0.75,0.0,0.0
1966-04-13,,42,37,0.30,0.0,0.0
1966-04-14,,48,34,0.18,0.0,0.0
1966-04-15,,56,37,0.00,0.0,0.0
1966-04-16,,56,32,0.66,0.0,0.0
1966-04-17,,64,32,0.00,0.0,0.0
1966-04-18,,77,37,0.00,0.0,0.0
1966-04-19,,73,51,0.00,0.0,0.0
1966-04-20,,76,44,0.00,0.0,0.0
1966-04-21,,74,55,0.06,0.0,0.0
1966-04-22,,68,55,0.38,0.0,0.0
1966-04-23,,79,52,0.00,0.0,0.0
1966-04-24,,79,53,0.09,0.0,0.0
1966-04-25,,77,54,0.00,0.0,0.0
1966-04-26,,71,46,0.29,0.0,0.0
1966-04-27,,59,47,1.00,0.0,0.0
1966-04-28,,72,43,0.25,0.0,0.0
1966-04-29,,65,50,0.10,0.0,0.0
1966-04-30,,65,51,0.42,0.0,0.0
1966-05-01,,67,58,0.78,0.0,0.0
1966-05-02,,61,47,0.86,0.0,0.0
1966-05-03,,68,33,0.00,0.0,0.0
1966-05-04,,66,34,0.00,0.0,0.0
1966-05-05,,78,30,0.00,0.0,0.0
1966-05-06,,81,57,0.00,0.0,0.0
1966-05-07,,79,44,0.00,0.0,0.0
1966-05-08,,85,52,0.00,0.0,0.0
1966-05-09,,81,40,0.00,0.0,0.0
1966-05-10,,54,26,0.00,0.0,0.0
1966-05-11,,68,30,0.00,0.0,0.0
1966-05-12,,67,49,0.00,0.0,0.0
1966-05-13,,73,51,0.00,0.0,0.0
1966-05-14,,75,55,0.20,0.0,0.0
1966-05-15,,77,51,0.00,0.0,0.0
1966-05-16,,76,41,0.00,0.0,0.0
1966-05-17,,81,50,0.00,0.0,0.0
1966-05-18,,80,56,0.00,0.0,0.0
1966-05-19,,78,59,0.13,0.0,0.0
1966-05-20,,79,51,0.00,0.0,0.0
1966-05-21,,79,48,0.00,0.0,0.0
1966-05-22,,83,47,0.00,0.0,0.0
1966-05-23,,85,45,0.00,0.0,0.0
1966-05-24,,76,52,0.00,0.0,0.0
1966-05-25,,84,55,0.03,0.0,0.0
1966-05-26,,81,56,0.07,0.0,0.0
1966-05-27,,80,57,0.00,0.0,0.0
1966-05-28,,84,54,0.18,0.0,0.0
1966-05-29,,82,52,0.00,0.0,0.0
1966-05-30,,75,42,0.00,0.0,0.0
1966-05-31,,70,38,0.00,0.0,0.0
1966-06-01,,63,37,0.00,0.0,0.0
1966-06-02,,72,34,0.00,0.0,0.0
1966-06-03,,82,38,0.00,0.0,0.0
1966-06-04,,83,48,0.00,0.0,0.0
1966-06-05,,84,49,0.00,0.0,0.0
1966-06-06,,85,54,0.04,0.0,0.0
1966-06-07,,83,57,0.30,0.0,0.0
1966-06-08,,83,55,0.00,0.0,0.0
1966-06-09,,90,57,0.00,0.0,0.0
1966-06-10,,85,65,0.00,0.0,0.0
1966-06-11,,80,45,0.00,0.0,0.0
1966-06-12,,86,43,0.00,0.0,0.0
1966-06-13,,89,46,0.00,0.0,0.0
1966-06-14,,86,60,0.00,0.0,0.0
1966-06-15,,82,48,0.00,0.0,0.0
1966-06-16,,84,47,0.02,0.0,0.0
1966-06-17,,79,60,0.32,0.0,0.0
1966-06-18,,73,54,0.10,0.0,0.0
1966-06-19,,78,50,0.02,0.0,0.0
1966-06-20,,84,51,0.00,0.0,0.0
1966-06-21,,85,51,0.00,0.0,0.0
1966-06-22,,84,56,0.00,0.0,0.0
1966-06-23,,89,56,0.00,0.0,0.0
1966-06-24,,87,58,0.06,0.0,0.0
1966-06-25,,90,59,0.00,0.0,0.0
1966-06-26,,91,60,0.00,0.0,0.0
1966-06-27,,91,64,0.00,0.0,0.0
1966-06-28,,91,63,0.00,0.0,0.0
1966-06-29,,90,64,0.00,0.0,0.0
1966-06-30,,89,61,0.00,0.0,0.0
1966-07-01,,87,63,0.00,0.0,0.0
1966-07-02,,90,60,0.00,0.0,0.0
1966-07-03,,94,60,0.00,0.0,0.0
1966-07-04,,92,64,0.60,0.0,0.0
1966-07-05,,85,63,0.01,0.0,0.0
1966-07-06,,84,63,0.01,0.0,0.0
1966-07-07,,86,62,0.00,0.0,0.0
1966-07-08,,85,63,0.00,0.0,0.0
1966-07-09,,88,55,0.00,0.0,0.0
1966-07-10,,89,62,0.07,0.0,0.0
1966-07-11,,91,67,0.00,0.0,0.0
1966-07-12,,85,61,0.00,0.0,0.0
1966-07-13,,88,65,0.26,0.0,0.0
1966-07-14,,93,64,0.00,0.0,0.0
1966-07-15,,83,65,0.00,0.0,0.0
1966-07-16,,82,59,0.07,0.0,0.0
1966-07-17,,84,58,0.00,0.0,0.0
1966-07-18,,89,55,0.00,0.0,0.0
1966-07-19,,87,64,0.27,0.0,0.0
1966-07-20,,81,61,0.00,0.0,0.0
1966-07-21,,84,51,0.00,0.0,0.0
1966-07-22,,87,52,0.00,0.0,0.0
1966-07-23,,90,66,0.00,0.0,0.0
1966-07-24,,85,61,0.00,0.0,0.0
1966-07-25,,91,58,0.00,0.0,0.0
1966-07-26,,93,58,0.00,0.0,0.0
1966-07-27,,94,60,0.00,0.0,0.0
1966-07-28,,92,65,0.00,0.0,0.0
1966-07-29,,86,62,0.24,0.0,0.0
1966-07-30,,79,61,0.62,0.0,0.0
1966-07-31,,82,52,0.00,0.0,0.0
1966-08-01,,83,51,0.00,0.0,0.0
1966-08-02,,83,57,0.02,0.0,0.0
1966-08-03,,81,62,0.09,0.0,0.0
1966-08-04,,78,59,0.00,0.0,0.0
1966-08-05,,85,57,0.00,0.0,0.0
1966-08-06,,86,60,0.56,0.0,0.0
1966-08-07,,83,58,0.02,0.0,0.0
1966-08-08,,86,61,0.00,0.0,0.0
1966-08-09,,88,64,0.00,0.0,0.0
1966-08-10,,86,63,0.45,0.0,0.0
1966-08-11,,84,65,0.38,0.0,0.0
1966-08-12,,76,64,0.16,0.0,0.0
1966-08-13,,75,54,0.06,0.0,0.0
1966-08-14,,83,59,0.06,0.0,0.0
1966-08-15,,79,59,0.28,0.0,0.0
1966-08-16,,84,61,0.12,0.0,0.0
1966-08-17,,83,63,0.87,0.0,0.0
1966-08-18,,86,56,0.00,0.0,0.0
1966-08-19,,85,64,0.00,0.0,0.0
1966-08-20,,80,64,0.00,0.0,0.0
1966-08-21,,84,64,0.03,0.0,0.0
1966-08-22,,86,64,0.22,0.0,0.0
1966-08-23,,84,63,0.02,0.0,0.0
1966-08-24,,74,51,0.00,0.0,0.0
1966-08-25,,75,52,0.00,0.0,0.0
1966-08-26,,76,47,0.00,0.0,0.0
1966-08-27,,81,48,0.00,0.0,0.0
1966-08-28,,84,54,0.00,0.0,0.0
1966-08-29,,83,56,0.00,0.0,0.0
1966-08-30,,85,54,0.00,0.0,0.0
1966-08-31,,86,57,0.00,0.0,0.0
1966-09-01,,87,58,0.00,0.0,0.0
1966-09-02,,86,57,0.00,0.0,0.0
1966-09-03,,86,56,0.00,0.0,0.0
1966-09-04,,85,62,0.02,0.0,0.0
1966-09-05,,79,63,0.00,0.0,0.0
1966-09-06,,77,50,0.00,0.0,0.0
1966-09-07,,75,50,0.00,0.0,0.0
1966-09-08,,76,39,0.00,0.0,0.0
1966-09-09,,80,42,0.00,0.0,0.0
1966-09-10,,86,44,0.00,0.0,0.0
1966-09-11,,84,42,0.00,0.0,0.0
1966-09-12,,75,55,0.00,0.0,0.0
1966-09-13,,71,55,0.90,0.0,0.0
1966-09-14,,68,55,2.90,0.0,0.0
1966-09-15,,72,59,0.15,0.0,0.0
1966-09-16,,70,39,0.00,0.0,0.0
1966-09-17,,,42,0.00,0.0,0.0
1966-09-18,,78,48,0.00,0.0,0.0
1966-09-19,,62,55,0.21,0.0,0.0
1966-09-20,,64,56,0.83,0.0,0.0
1966-09-21,,70,57,0.08,0.0,0.0
1966-09-22,,69,56,0.25,0.0,0.0
1966-09-23,,69,46,0.11,0.0,0.0
1966-09-24,,67,44,0.00,0.0,0.0
1966-09-25,,68,37,0.00,0.0,0.0
1966-09-26,,68,53,0.14,0.0,0.0
1966-09-27,,63,53,1.02,0.0,0.0
1966-09-28,,71,56,0.07,0.0,0.0
1966-09-29,,68,55,0.12,0.0,0.0
1966-09-30,,73,55,0.00,0.0,0.0
1966-10-01,,73,42,0.88,0.0,0.0
1966-10-02,,60,36,0.02,0.0,0.0
1966-10-03,,66,35,0.00,0.0,0.0
1966-10-04,,70,39,0.00,0.0,0.0
1966-10-05,,68,50,0.00,0.0,0.0
1966-10-06,,59,38,0.00,0.0,0.0
1966-10-07,,68,38,0.00,0.0,0.0
1966-10-08,,74,32,0.00,0.0,0.0
1966-10-09,,66,48,0.07,0.0,0.0
1966-10-10,,67,52,0.03,0.0,0.0
1966-10-11,,64,35,0.00,0.0,0.0
1966-10-12,,70,39,0.00,0.0,0.0
1966-10-13,,74,39,0.00,0.0,0.0
1966-10-14,,73,43,0.00,0.0,0.0
1966-10-15,,74,40,0.00,0.0,0.0
1966-10-16,,69,52,0.17,0.0,0.0
1966-10-17,,59,34,0.00,0.0,0.0
1966-10-18,,47,32,0.37,0.0,0.0
1966-10-19,,50,40,1.03,0.0,0.0
1966-10-20,,53,38,0.05,0.0,0.0
1966-10-21,,62,26,0.00,0.0,0.0
1966-10-22,,69,29,0.00,0.0,0.0
1966-10-23,,67,31,0.00,0.0,0.0
1966-10-24,,66,44,0.00,0.0,0.0
1966-10-25,,67,49,0.02,0.0,0.0
1966-10-26,,67,38,0.00,0.0,0.0
1966-10-27,,66,31,0.00,0.0,0.0
1966-10-28,,68,29,0.00,0.0,0.0
1966-10-29,,67,39,0.00,0.0,0.0
1966-10-30,,60,30,0.00,0.0,0.0
1966-10-31,,64,25,0.00,0.0,0.0
1966-11-01,,68,39,0.00,0.0,0.0
1966-11-02,,62,40,0.26,0.0,0.0
1966-11-03,,52,27,0.03,0.0,0.0
1966-11-04,,46,19,0.00,0.0,0.0
1966-11-05,,57,28,0.00,0.0,0.0
1966-11-06,,54,22,0.24,0.0,0.0
1966-11-07,,63,31,0.00,0.0,0.0
1966-11-08,,59,34,0.00,0.0,0.0
1966-11-09,,69,40,0.00,0.0,0.0
1966-11-10,,64,52,0.10,0.0,0.0
1966-11-11,,66,42,0.00,0.0,0.0
1966-11-12,,61,46,0.31,0.0,0.0
1966-11-13,,53,27,0.00,0.0,0.0
1966-11-14,,59,22,0.00,0.0,0.0
1966-11-15,,58,26,0.00,0.0,0.0
1966-11-16,,59,25,0.00,0.0,0.0
1966-11-17,,64,27,0.00,0.0,0.0
1966-11-18,,64,37,0.00,0.0,0.0
1966-11-19,,63,35,0.05,0.0,0.0
1966-11-20,,48,20,0.00,0.0,0.0
1966-11-21,,43,23,0.00,0.0,0.0
1966-11-22,,53,21,0.00,0.0,0.0
1966-11-23,,59,20,0.00,0.0,0.0
1966-11-24,,59,24,0.00,0.0,0.0
1966-11-25,,62,37,0.00,0.0,0.0
1966-11-26,,62,45,0.07,0.0,0.0
1966-11-27,,68,46,0.00,0.0,0.0
1966-11-28,,62,32,0.88,0.0,0.0
1966-11-29,,39,24,0.05,1.0,1.0
1966-11-30,,31,23,0.04,0.5,0.0
1966-12-01,,46,23,0.00,0.0,0.0
1966-12-02,,40,23,0.00,0.0,0.0
1966-12-03,,29,10,0.00,0.0,0.0
1966-12-04,,31,8,0.00,0.0,0.0
1966-12-05,,29,19,0.06,0.0,0.0
1966-12-06,,50,28,0.00,0.0,0.0
1966-12-07,,52,40,0.02,0.0,0.0
1966-12-08,,68,38,0.00,0.0,0.0
1966-12-09,,69,46,0.00,0.0,0.0
1966-12-10,,63,49,0.60,0.0,0.0
1966-12-11,,50,33,0.00,0.0,0.0
1966-12-12,,45,22,0.00,0.0,0.0
1966-12-13,,40,26,0.54,5.0,5.0
1966-12-14,,34,22,0.00,0.0,3.0
1966-12-15,,39,18,0.00,0.0,1.0
1966-12-16,,47,16,0.00,0.0,1.0
1966-12-17,,50,11,0.00,0.0,1.0
1966-12-18,,55,35,0.00,0.0,0.0
1966-12-19,,45,32,0.00,0.0,0.0
1966-12-20,,45,33,0.07,0.0,0.0
1966-12-21,,45,28,0.00,0.0,0.0
1966-12-22,,52,31,0.00,0.0,0.0
1966-12-23,,42,25,0.11,1.0,1.0
1966-12-24,,31,11,0.05,5.0,6.0
1966-12-25,,29,15,0.00,0.0,6.0
1966-12-26,,33,16,0.00,0.0,5.0
1966-12-27,,35,8,0.00,0.0,3.0
1966-12-28,,33,24,1.02,5.5,8.0
1966-12-29,,36,22,0.52,0.0,8.0
1966-12-30,,33,19,0.00,0.0,7.0
1966-12-31,,37,18,0.00,0.0,7.0
1967-01-01,,37,29,0.00,0.0,5.0
1967-01-02,,46,30,0.00,0.0,4.0
1967-01-03,,47,17,0.00,0.0,3.0
1967-01-04,,40,27,0.00,0.0,2.0
1967-01-05,,30,15,0.02,0.0,1.0
1967-01-06,,39,24,0.00,0.0,1.0
1967-01-07,,48,29,0.01,0.0,0.0
1967-01-08,,45,35,0.17,0.0,0.0
1967-01-09,,39,22,0.00,0.0,0.0
1967-01-10,,40,24,0.00,0.0,0.0
1967-01-11,,34,16,0.00,0.0,0.0
1967-01-12,,48,12,0.00,0.0,0.0
1967-01-13,,50,24,0.00,0.0,0.0
1967-01-14,,49,35,0.17,0.0,0.0
1967-01-15,,43,30,0.00,0.0,0.0
1967-01-16,,38,16,0.00,0.0,0.0
1967-01-17,,45,17,0.00,0.0,0.0
1967-01-18,,39,15,0.00,0.0,0.0
1967-01-19,,30,14,0.14,2.0,2.0
1967-01-20,,45,12,0.00,0.0,1.0
1967-01-21,,52,19,0.00,0.0,0.0
1967-01-22,,67,42,0.00,0.0,0.0
1967-01-23,,67,33,0.00,0.0,0.0
1967-01-24,,66,39,0.00,0.0,0.0
1967-01-25,,68,33,0.00,0.0,0.0
1967-01-26,,69,35,0.00,0.0,0.0
1967-01-27,,63,36,0.68,0.0,0.0
1967-01-28,,37,21,0.00,0.0,0.0
1967-01-29,,37,24,0.00,0.0,0.0
1967-01-30,,39,25,0.00,0.0,0.0
1967-01-31,,56,26,0.00,0.0,0.0
1967-02-01,,60,41,0.00,0.0,0.0
1967-02-02,,61,43,0.13,0.0,0.0
1967-02-03,,45,26,0.00,0.0,0.0
1967-02-04,,52,27,0.00,0.0,0.0
1967-02-05,,49,27,0.00,0.0,0.0
1967-02-06,,46,34,0.00,0.0,0.0
1967-02-07,,39,18,0.54,5.5,6.0
1967-02-08,,34,-3,0.04,0.0,4.0
1967-02-09,,33,3,0.00,0.0,4.0
1967-02-10,,41,11,0.00,0.0,2.0
1967-02-11,,49,31,0.00,0.0,2.0
1967-02-12,,38,16,0.00,0.0,1.0
1967-02-13,,48,13,0.00,0.0,0.0
1967-02-14,,60,25,0.00,0.0,0.0
1967-02-15,,64,41,0.00,0.0,0.0
1967-02-16,,63,33,0.00,0.0,0.0
1967-02-17,,36,25,0.67,5.0,5.0
1967-02-18,,45,23,0.10,0.0,4.0
1967-02-19,,44,9,0.00,0.0,2.0
1967-02-20,,40,27,0.29,0.0,1.0
1967-02-21,,37,19,0.03,0.0,0.0
1967-02-22,,36,9,0.00,0.0,0.0
1967-02-23,,34,19,0.00,0.0,0.0
1967-02-24,,26,10,0.00,0.0,0.0
1967-02-25,,13,-4,0.00,0.0,0.0
1967-02-26,,30,2,0.00,0.0,0.0
1967-02-27,,31,12,0.22,1.5,2.0
1967-02-28,,36,26,0.26,0.0,2.0
1967-03-01,,33,15,0.00,,
1967-03-02,,59,12,0.00,,
1967-03-03,,65,38,0.00,,
1967-03-04,,64,32,0.29,,
1967-03-05,,52,35,0.15,,
1967-03-06,,54,48,0.65,,
1967-03-07,,49,30,0.78,,
1967-03-08,,49,18,0.00,,
1967-03-09,,59,23,0.00,,
1967-03-10,,69,22,0.00,,
1967-03-11,,75,31,0.00,,
1967-03-12,,68,48,0.28,,
1967-03-13,,64,42,0.00,,
1967-03-14,,74,48,0.40,,
1967-03-15,,70,51,1.49,,
1967-03-16,,52,22,0.00,,
1967-03-17,,42,22,0.00,,
1967-03-18,,32,9,0.00,,
1967-03-19,,47,11,0.00,,
1967-03-20,,45,26,0.23,,
1967-03-21,,55,33,0.62,,
1967-03-22,,52,31,0.00,,
1967-03-23,,56,24,0.00,,
1967-03-24,,58,23,0.00,,
1967-03-25,,73,38,0.04,,
1967-03-26,,77,38,0.00,,
1967-03-27,,73,50,0.00,,
1967-03-28,,67,48,0.00,,
1967-03-29,,69,46,0.08,,
1967-03-30,,69,36,0.00,,
1967-03-31,,74,37,0.00,,
1967-04-01,,78,38,0.00,0.0,0.0
1967-04-02,,81,40,0.00,0.0,0.0
1967-04-03,,79,49,0.11,0.0,0.0
1967-04-04,,64,27,0.04,0.0,0.0
1967-04-05,,76,42,0.00,0.0,0.0
1967-04-06,,84,45,0.00,0.0,0.0
1967-04-07,,82,55,0.00,0.0,0.0
1967-04-08,,66,44,0.00,0.0,0.0
1967-04-09,,73,47,0.00,0.0,0.0
1967-04-10,,69,54,0.22,0.0,0.0
1967-04-11,,61,32,0.00,0.0,0.0
1967-04-12,,68,27,0.00,0.0,0.0
1967-04-13,,64,43,0.73,0.0,0.0
1967-04-14,,80,43,0.00,0.0,0.0
1967-04-15,,79,53,0.00,0.0,0.0
1967-04-16,,81,46,0.00,0.0,0.0
1967-04-17,,78,49,0.25,0.0,0.0
1967-04-18,,67,47,0.00,0.0,0.0
1967-04-19,,58,40,0.00,0.0,0.0
1967-04-20,,73,29,0.00,0.0,0.0
1967-04-21,,72,47,0.06,0.0,0.0
1967-04-22,,72,49,1.06,0.0,0.0
1967-04-23,,69,38,0.00,0.0,0.0
1967-04-24,,65,40,0.19,0.0,0.0
1967-04-25,,60,28,0.00,0.0,0.0
1967-04-26,,58,42,0.32,0.0,0.0
1967-04-27,,51,37,0.21,0.0,0.0
1967-04-28,,57,29,0.00,0.0,0.0
1967-04-29,,70,26,0.00,0.0,0.0
1967-04-30,,66,39,0.00,0.0,0.0
1967-05-01,,66,49,0.36,0.0,0.0
1967-05-02,,70,50,0.12,0.0,0.0
1967-05-03,,61,39,0.09,0.0,0.0
1967-05-04,,61,33,0.05,0.0,0.0
1967-05-05,,72,39,0.00,0.0,0.0
1967-05-06,,71,50,0.10,0.0,0.0
1967-05-07,,65,44,1.05,0.0,0.0
1967-05-08,,56,42,0.06,0.0,0.0
1967-05-09,,51,39,0.49,0.0,0.0
1967-05-10,,69,39,0.00,0.0,0.0
1967-05-11,,70,45,0.10,0.0,0.0
1967-05-12,,74,55,0.00,0.0,0.0
1967-05-13,,73,49,0.02,0.0,0.0
1967-05-14,,67,50,0.09,0.0,0.0
1967-05-15,,68,51,0.25,0.0,0.0
1967-05-16,,58,43,0.05,0.0,0.0
1967-05-17,,59,34,0.15,0.0,0.0
1967-05-18,,71,37,0.02,0.0,0.0
1967-05-19,,75,41,0.00,0.0,0.0
1967-05-20,,72,35,0.00,0.0,0.0
1967-05-21,,66,33,0.21,0.0,0.0
1967-05-22,,64,44,0.23,0.0,0.0
1967-05-23,,64,43,0.00,0.0,0.0
1967-05-24,,74,38,0.00,0.0,0.0
1967-05-25,,78,40,0.00,0.0,0.0
1967-05-26,,75,44,0.00,0.0,0.0
1967-05-27,,86,44,0.00,0.0,0.0
1967-05-28,,85,55,0.00,0.0,0.0
1967-05-29,,83,56,0.75,0.0,0.0
1967-05-30,,75,52,0.16,0.0,0.0
1967-05-31,,54,47,0.43,0.0,0.0
1967-06-01,,54,47,0.24,0.0,0.0
1967-06-02,,72,45,0.00,0.0,0.0
1967-06-03,,69,49,0.00,0.0,0.0
1967-06-04,,74,49,0.00,0.0,0.0
1967-06-05,,77,50,0.00,0.0,0.0
1967-06-06,,77,47,0.00,0.0,0.0
1967-06-07,,78,48,0.00,0.0,0.0
1967-06-08,,83,49,0.00,0.0,0.0
1967-06-09,,85,52,0.00,0.0,0.0
1967-06-10,,83,58,0.04,0.0,0.0
1967-06-11,,81,54,0.00,0.0,0.0
1967-06-12,,85,51,0.00,0.0,0.0
1967-06-13,,89,56,0.00,0.0,0.0
1967-06-14,,86,59,0.00,0.0,0.0
1967-06-15,,88,57,0.00,0.0,0.0
1967-06-16,,90,59,0.00,0.0,0.0
1967-06-17,,87,59,0.00,0.0,0.0
1967-06-18,,78,60,0.00,0.0,0.0
1967-06-19,,82,60,0.01,0.0,0.0
1967-06-20,,83,64,0.00,0.0,0.0
1967-06-21,,86,56,0.00,0.0,0.0
1967-06-22,,86,66,0.08,0.0,0.0
1967-06-23,,84,61,0.00,0.0,0.0
1967-06-24,,86,57,0.00,0.0,0.0
1967-06-25,,84,63,0.23,0.0,0.0
1967-06-26,,77,54,0.00,0.0,0.0
1967-06-27,,78,51,0.00,0.0,0.0
1967-06-28,,77,52,0.00,0.0,0.0
1967-06-29,,79,62,0.15,0.0,0.0
1967-06-30,,82,63,0.36,0.0,0.0
1967-07-01,,87,53,0.00,0.0,0.0
1967-07-02,,86,64,0.37,0.0,0.0
1967-07-03,,78,64,0.00,0.0,0.0
1967-07-04,,77,53,0.00,0.0,0.0
1967-07-05,,75,46,0.00,0.0,0.0
1967-07-06,,75,56,0.32,0.0,0.0
1967-07-07,,72,59,0.08,0.0,0.0
1967-07-08,,83,68,0.00,0.0,0.0
1967-07-09,,86,60,0.00,0.0,0.0
1967-07-10,,85,61,0.00,0.0,0.0
1967-07-11,,82,65,0.17,0.0,0.0
1967-07-12,,86,66,0.00,0.0,0.0
1967-07-13,,81,65,0.00,0.0,0.0
1967-07-14,,80,59,0.79,0.0,0.0
1967-07-15,,76,62,0.00,0.0,0.0
1967-07-16,,75,48,0.00,0.0,0.0
1967-07-17,,76,59,0.02,0.0,0.0
1967-07-18,,80,57,0.03,0.0,0.0
1967-07-19,,82,56,0.18,0.0,0.0
1967-07-20,,81,59,1.65,0.0,0.0
1967-07-21,,80,57,0.15,0.0,0.0
1967-07-22,,83,54,0.00,0.0,0.0
1967-07-23,,85,57,0.00,0.0,0.0
1967-07-24,,85,59,0.00,0.0,0.0
1967-07-25,,85,65,0.18,0.0,0.0
1967-07-26,,85,64,0.00,0.0,0.0
1967-07-27,,86,54,0.00,0.0,0.0
1967-07-28,,85,62,0.02,0.0,0.0
1967-07-29,,82,63,0.31,0.0,0.0
1967-07-30,,80,60,0.00,0.0,0.0
1967-07-31,,79,57,0.10,0.0,0.0
1967-08-01,,83,58,0.00,0.0,0.0
